home,score_home,away,score_away,date,place,year
Honduras ,0, Switzerland,3,25 June 201416:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,322Referee: Néstor Pitana (Argentina)",2010
Ecuador ,0, France,0,25 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,749Referee: Noumandiez Doué (Ivory Coast)",2010
Argentina ,2, Bosnia and Herzegovina,1,15 June 201419:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,738Referee: Joel Aguilar (El Salvador)[79]",2010
Iran ,0, Nigeria,0,16 June 201416:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,081Referee: Carlos Vera (Ecuador)",2010
Argentina ,1, Iran,0,21 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,698Referee: Milorad Mažić (Serbia)",2010
Nigeria ,1, Bosnia and Herzegovina,0,21 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,499Referee: Peter O'Leary (New Zealand)",2010
Nigeria ,2, Argentina,3,25 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,285Referee: Nicola Rizzoli (Italy)",2010
Bosnia and Herzegovina ,3, Iran,1,25 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,011Referee: Carlos Velasco Carballo (Spain)",2010
Germany ,4, Portugal,0,16 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,081Referee: Milorad Mažić (Serbia)",2010
Ghana ,1, United States,2,16 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,760Referee: Jonas Eriksson (Sweden)",2010
Germany ,2, Ghana,2,21 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,621Referee: Sandro Ricci (Brazil)",2010
United States ,2, Portugal,2,22 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,123Referee: Néstor Pitana (Argentina)",2010
United States ,0, Germany,1,26 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,876Referee: Ravshan Irmatov (Uzbekistan)",2010
Portugal ,2, Ghana,1,26 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,540Referee: Nawaf Shukralla (Bahrain)",2010
Belgium ,2, Algeria,1,17 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 56,800Referee: Marco Rodríguez (Mexico)",2010
Russia ,1, South Korea,1,17 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 37,603Referee: Néstor Pitana (Argentina)",2010
Belgium ,1, Russia,0,22 June 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,819Referee: Felix Brych (Germany)",2010
South Korea ,2, Algeria,4,22 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,732Referee: Wilmar Roldán (Colombia)",2010
South Korea ,0, Belgium,1,26 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 61,397Referee: Ben Williams (Australia)",2010
Algeria ,1, Russia,1,26 June 201417:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,311Referee: Cüneyt Çakır (Turkey)",2010
Brazil ,1, Chile,1,28 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,714Referee: Howard Webb (England)",2010
Colombia ,2, Uruguay,0,28 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,804Referee: Björn Kuipers (Netherlands)",2010
Netherlands ,2, Mexico,1,29 June 201413:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,817Referee: Pedro Proença (Portugal)",2010
Costa Rica ,1, Greece,1,29 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,242Referee: Ben Williams (Australia)",2010
France ,2, Nigeria,0,30 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,882Referee: Mark Geiger (United States)",2010
Germany ,2, Algeria,1,30 June 201417:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,063Referee: Sandro Ricci (Brazil)",2010
Argentina ,1, Switzerland,0,1 July 201413:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,255Referee: Jonas Eriksson (Sweden)",2010
Belgium ,2, United States,1,1 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,227Referee: Djamel Haimoudi (Algeria)",2010
France ,0, Germany,1,4 July 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,240Referee: Néstor Pitana (Argentina)",2010
Brazil ,2, Colombia,1,4 July 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Carlos Velasco Carballo (Spain)",2010
Argentina ,1, Belgium,0,5 July 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,551Referee: Nicola Rizzoli (Italy)",2010
Netherlands ,0, Costa Rica,0,5 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,179Referee: Ravshan Irmatov (Uzbekistan)",2010
Brazil ,1, Germany,7,8 July 201417:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 58,141Referee: Marco Rodríguez (Mexico)",2010
Netherlands ,0, Argentina,0,9 July 201417:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,267Referee: Cüneyt Çakır (Turkey)",2010
Brazil ,0, Netherlands,3,12 July 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,034Referee: Djamel Haimoudi (Algeria)",2010
Germany ,1, Argentina,0,13 July 201416:00 BRT (UTC−3),"Maracanã Stadium, Rio de JaneiroAttendance: 74,738Referee: Nicola Rizzoli (Italy)",2010
Brazil ,3, Croatia,1,12 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,103Referee: Yuichi Nishimura (Japan)",2014
Mexico ,1, Cameroon,0,13 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,216Referee: Wilmar Roldán (Colombia)",2014
Brazil ,0, Mexico,0,17 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Cüneyt Çakır (Turkey)",2014
Cameroon ,0, Croatia,4,18 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,982Referee: Pedro Proença (Portugal)",2014
Cameroon ,1, Brazil,4,23 June 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 69,112Referee: Jonas Eriksson (Sweden)",2014
Croatia ,1, Mexico,3,23 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,212Referee: Ravshan Irmatov (Uzbekistan)",2014
Spain ,1, Netherlands,5,13 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,173Referee: Nicola Rizzoli (Italy)[75]",2014
Chile ,3, Australia,1,13 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,275Referee: Noumandiez Doué (Ivory Coast)[75]",2014
Australia ,2, Netherlands,3,18 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,877Referee: Djamel Haimoudi (Algeria)",2014
Spain ,0, Chile,2,18 June 201416:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,101Referee: Mark Geiger (United States)",2014
Australia ,0, Spain,3,23 June 201413:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,375Referee: Nawaf Shukralla (Bahrain)",2014
Netherlands ,2, Chile,0,23 June 201413:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,996Referee: Bakary Gassama (Gambia)",2014
Colombia ,3, Greece,0,14 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,174Referee: Mark Geiger (United States)[76]",2014
Ivory Coast ,2, Japan,1,14 June 201422:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,267Referee: Enrique Osses (Chile)[76]",2014
Colombia ,2, Ivory Coast,1,19 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,748Referee: Howard Webb (England)",2014
Japan ,0, Greece,0,19 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,485Referee: Joel Aguilar (El Salvador)",2014
Japan ,1, Colombia,4,24 June 201416:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,340Referee: Pedro Proença (Portugal)",2014
Greece ,2, Ivory Coast,1,24 June 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,095Referee: Carlos Vera (Ecuador)",2014
Uruguay ,1, Costa Rica,3,14 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,679Referee: Felix Brych (Germany)[77]",2014
England ,1, Italy,2,14 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,800Referee: Björn Kuipers (Netherlands)[77]",2014
Uruguay ,2, England,1,19 June 201416:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,575Referee: Carlos Velasco Carballo (Spain)",2014
Italy ,0, Costa Rica,1,20 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,285Referee: Enrique Osses (Chile)",2014
Italy ,0, Uruguay,1,24 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,706Referee: Marco Rodríguez (Mexico)",2014
Costa Rica ,0, England,0,24 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,823Referee: Djamel Haimoudi (Algeria)",2014
Switzerland ,2, Ecuador,1,15 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,351Referee: Ravshan Irmatov (Uzbekistan)[78]",2014
France ,3, Honduras,0,15 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,012Referee: Sandro Ricci (Brazil)[78]",2014
Switzerland ,2, France,5,20 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,003Referee: Björn Kuipers (Netherlands)",2014
Honduras ,1, Ecuador,2,20 June 201419:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,224Referee: Ben Williams (Australia)",2014
Honduras ,0, Switzerland,3,25 June 201416:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,322Referee: Néstor Pitana (Argentina)",2014
Ecuador ,0, France,0,25 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,749Referee: Noumandiez Doué (Ivory Coast)",2014
Argentina ,2, Bosnia and Herzegovina,1,15 June 201419:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,738Referee: Joel Aguilar (El Salvador)[79]",2014
Iran ,0, Nigeria,0,16 June 201416:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,081Referee: Carlos Vera (Ecuador)",2014
Argentina ,1, Iran,0,21 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,698Referee: Milorad Mažić (Serbia)",2014
Nigeria ,1, Bosnia and Herzegovina,0,21 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,499Referee: Peter O'Leary (New Zealand)",2014
Nigeria ,2, Argentina,3,25 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,285Referee: Nicola Rizzoli (Italy)",2014
Bosnia and Herzegovina ,3, Iran,1,25 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,011Referee: Carlos Velasco Carballo (Spain)",2014
Germany ,4, Portugal,0,16 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,081Referee: Milorad Mažić (Serbia)",2014
Ghana ,1, United States,2,16 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,760Referee: Jonas Eriksson (Sweden)",2014
Germany ,2, Ghana,2,21 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,621Referee: Sandro Ricci (Brazil)",2014
United States ,2, Portugal,2,22 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,123Referee: Néstor Pitana (Argentina)",2014
United States ,0, Germany,1,26 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,876Referee: Ravshan Irmatov (Uzbekistan)",2014
Portugal ,2, Ghana,1,26 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,540Referee: Nawaf Shukralla (Bahrain)",2014
Belgium ,2, Algeria,1,17 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 56,800Referee: Marco Rodríguez (Mexico)",2014
Russia ,1, South Korea,1,17 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 37,603Referee: Néstor Pitana (Argentina)",2014
Belgium ,1, Russia,0,22 June 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,819Referee: Felix Brych (Germany)",2014
South Korea ,2, Algeria,4,22 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,732Referee: Wilmar Roldán (Colombia)",2014
South Korea ,0, Belgium,1,26 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 61,397Referee: Ben Williams (Australia)",2014
Algeria ,1, Russia,1,26 June 201417:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,311Referee: Cüneyt Çakır (Turkey)",2014
Brazil ,1, Chile,1,28 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,714Referee: Howard Webb (England)",2014
Colombia ,2, Uruguay,0,28 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,804Referee: Björn Kuipers (Netherlands)",2014
Netherlands ,2, Mexico,1,29 June 201413:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,817Referee: Pedro Proença (Portugal)",2014
Costa Rica ,1, Greece,1,29 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,242Referee: Ben Williams (Australia)",2014
France ,2, Nigeria,0,30 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,882Referee: Mark Geiger (United States)",2014
Germany ,2, Algeria,1,30 June 201417:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,063Referee: Sandro Ricci (Brazil)",2014
Argentina ,1, Switzerland,0,1 July 201413:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,255Referee: Jonas Eriksson (Sweden)",2014
Belgium ,2, United States,1,1 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,227Referee: Djamel Haimoudi (Algeria)",2014
France ,0, Germany,1,4 July 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,240Referee: Néstor Pitana (Argentina)",2014
Brazil ,2, Colombia,1,4 July 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Carlos Velasco Carballo (Spain)",2014
Argentina ,1, Belgium,0,5 July 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,551Referee: Nicola Rizzoli (Italy)",2014
Netherlands ,0, Costa Rica,0,5 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,179Referee: Ravshan Irmatov (Uzbekistan)",2014
Brazil ,1, Germany,7,8 July 201417:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 58,141Referee: Marco Rodríguez (Mexico)",2014
Netherlands ,0, Argentina,0,9 July 201417:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,267Referee: Cüneyt Çakır (Turkey)",2014
Brazil ,0, Netherlands,3,12 July 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,034Referee: Djamel Haimoudi (Algeria)",2014
Germany ,1, Argentina,0,13 July 201416:00 BRT (UTC−3),"Maracanã Stadium, Rio de JaneiroAttendance: 74,738Referee: Nicola Rizzoli (Italy)",2014
Brazil ,3, Croatia,1,12 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,103Referee: Yuichi Nishimura (Japan)",2018
Mexico ,1, Cameroon,0,13 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,216Referee: Wilmar Roldán (Colombia)",2018
Brazil ,0, Mexico,0,17 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Cüneyt Çakır (Turkey)",2018
Cameroon ,0, Croatia,4,18 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,982Referee: Pedro Proença (Portugal)",2018
Cameroon ,1, Brazil,4,23 June 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 69,112Referee: Jonas Eriksson (Sweden)",2018
Croatia ,1, Mexico,3,23 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,212Referee: Ravshan Irmatov (Uzbekistan)",2018
Spain ,1, Netherlands,5,13 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,173Referee: Nicola Rizzoli (Italy)[75]",2018
Chile ,3, Australia,1,13 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,275Referee: Noumandiez Doué (Ivory Coast)[75]",2018
Australia ,2, Netherlands,3,18 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,877Referee: Djamel Haimoudi (Algeria)",2018
Spain ,0, Chile,2,18 June 201416:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,101Referee: Mark Geiger (United States)",2018
Australia ,0, Spain,3,23 June 201413:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,375Referee: Nawaf Shukralla (Bahrain)",2018
Netherlands ,2, Chile,0,23 June 201413:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,996Referee: Bakary Gassama (Gambia)",2018
Colombia ,3, Greece,0,14 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,174Referee: Mark Geiger (United States)[76]",2018
Ivory Coast ,2, Japan,1,14 June 201422:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,267Referee: Enrique Osses (Chile)[76]",2018
Colombia ,2, Ivory Coast,1,19 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,748Referee: Howard Webb (England)",2018
Japan ,0, Greece,0,19 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,485Referee: Joel Aguilar (El Salvador)",2018
Japan ,1, Colombia,4,24 June 201416:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,340Referee: Pedro Proença (Portugal)",2018
Greece ,2, Ivory Coast,1,24 June 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,095Referee: Carlos Vera (Ecuador)",2018
Uruguay ,1, Costa Rica,3,14 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,679Referee: Felix Brych (Germany)[77]",2018
England ,1, Italy,2,14 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,800Referee: Björn Kuipers (Netherlands)[77]",2018
Uruguay ,2, England,1,19 June 201416:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,575Referee: Carlos Velasco Carballo (Spain)",2018
Italy ,0, Costa Rica,1,20 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,285Referee: Enrique Osses (Chile)",2018
Italy ,0, Uruguay,1,24 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,706Referee: Marco Rodríguez (Mexico)",2018
Costa Rica ,0, England,0,24 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,823Referee: Djamel Haimoudi (Algeria)",2018
Switzerland ,2, Ecuador,1,15 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,351Referee: Ravshan Irmatov (Uzbekistan)[78]",2018
France ,3, Honduras,0,15 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,012Referee: Sandro Ricci (Brazil)[78]",2018
Switzerland ,2, France,5,20 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,003Referee: Björn Kuipers (Netherlands)",2018
Honduras ,1, Ecuador,2,20 June 201419:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,224Referee: Ben Williams (Australia)",2018
Honduras ,0, Switzerland,3,25 June 201416:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,322Referee: Néstor Pitana (Argentina)",2018
Ecuador ,0, France,0,25 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,749Referee: Noumandiez Doué (Ivory Coast)",2018
Argentina ,2, Bosnia and Herzegovina,1,15 June 201419:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,738Referee: Joel Aguilar (El Salvador)[79]",2018
Iran ,0, Nigeria,0,16 June 201416:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,081Referee: Carlos Vera (Ecuador)",2018
Argentina ,1, Iran,0,21 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,698Referee: Milorad Mažić (Serbia)",2018
Nigeria ,1, Bosnia and Herzegovina,0,21 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,499Referee: Peter O'Leary (New Zealand)",2018
Nigeria ,2, Argentina,3,25 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,285Referee: Nicola Rizzoli (Italy)",2018
